course_name,topic_name,topic_url
Political Socialization: A Comparative Perspective,Global Politics,http://dbpedia.org/resource/Global_politics
Political Socialization: A Comparative Perspective,Nationalism,http://dbpedia.org/resource/Nationalism
The Politics of Citizenship in Canada,Canada,http://dbpedia.org/resource/Canada
The Politics of Citizenship in Canada,international,http://dbpedia.org/resource/International_law
The Politics of Citizenship in Canada,multiculturalism,http://dbpedia.org/resource/Multiculturalism
The Politics of Citizenship in Canada,social exclusion,http://dbpedia.org/resource/Social_exclusion
The Politics of Citizenship in Canada,socialization,http://dbpedia.org/resource/Socialization
The Politics of Citizenship in Canada,Canadian,http://dbpedia.org/resource/Canadians
Authors of the Political Imagination,Imagination,http://dbpedia.org/resource/Imagination
Authors of the Political Imagination,Biotechnology,http://dbpedia.org/resource/Biotechnology
Special Topics in Canadian and Quebec Politics,Quebec,http://dbpedia.org/resource/Quebec
Special Topics in Canadian and Quebec Politics,The seminar,http://dbpedia.org/resource/The_Seminar
Political Leadership and Decision Making,Plato,http://dbpedia.org/resource/Plato
Political Leadership and Decision Making,Machiavelli,http://dbpedia.org/resource/NiccolÃ²_Machiavelli
Democracy and Regime Change,authoritarian,http://dbpedia.org/resource/Authoritarianism
Democracy and Regime Change,political economy,http://dbpedia.org/resource/Political_economy
Rational and Public Choice,Public Choice,http://dbpedia.org/resource/Public_choice
Rational and Public Choice,group behaviour,http://dbpedia.org/resource/Group_dynamics
Rational and Public Choice,game theory,http://dbpedia.org/resource/Game_theory
Gender and Global Politics,Global Politics,http://dbpedia.org/resource/Global_politics
Gender and Global Politics,Globalization,http://dbpedia.org/resource/Globalization
Gender and Global Politics,Foreign Policy,http://dbpedia.org/resource/Foreign_Policy
Gender and Global Politics,Human Security,http://dbpedia.org/resource/Human_security
Gender and Global Politics,International Political Economy,http://dbpedia.org/resource/International_political_economy
Nationalism and Ethnicity,Nationalism,http://dbpedia.org/resource/Nationalism
Nationalism and Ethnicity,nationalist,http://dbpedia.org/resource/Nationalism
Nationalism and Ethnicity,comparative politics,http://dbpedia.org/resource/Comparative_politics
Nationalism and Ethnicity,international,http://dbpedia.org/resource/International
Nationalism and Ethnicity,sociology,http://dbpedia.org/resource/Sociology
Globalization and Regional Integration,Globalization,http://dbpedia.org/resource/Globalization
Globalization and Regional Integration,North America,http://dbpedia.org/resource/North_America
Globalization and Regional Integration,Pacific,http://dbpedia.org/resource/Pacific_Ocean
