Course_Name,Topic_name,topic_Url
Comparative 19th-Century Literature,Canada,http://dbpedia.org/resource/Canada
Comparative 19th-Century Literature,Romanticism,http://dbpedia.org/resource/Romanticism
Contemporary Canadian Fiction,Canadian,http://dbpedia.org/resource/Canadians
Contemporary Canadian Fiction,fiction,http://dbpedia.org/resource/Fiction
Contemporary Canadian Fiction,Atwood,http://dbpedia.org/resource/Margaret_Atwood
Contemporary Canadian Fiction,Munro,http://dbpedia.org/resource/Munro
Creative Writing: Poetry,Poetry,http://dbpedia.org/resource/Poetry
Creative Writing: Prose Fiction,fiction,http://dbpedia.org/resource/Fiction
Critical Reading,Reading,http://dbpedia.org/resource/Reading_F.C.
Critical Reading,fiction,http://dbpedia.org/resource/Fiction
English Composition  Stage I,English,http://dbpedia.org/resource/English_language
Contemporary Canadian Poetry,Canadian,http://dbpedia.org/resource/Canadians
Contemporary Canadian Poetry,Poetry,http://dbpedia.org/resource/Poetry
Contemporary Canadian Poetry,Canadian poetry,http://dbpedia.org/resource/Canadian_poetry
Contemporary Canadian Poetry,Atwood,http://dbpedia.org/resource/Margaret_Atwood
Contemporary Canadian Poetry,Dewdney,http://dbpedia.org/resource/Edgar_Dewdney
Contemporary Critical Theory,Critical Theory,http://dbpedia.org/resource/Critical_theory
Contemporary Critical Theory,structuralism,http://dbpedia.org/resource/Structuralism
Contemporary Critical Theory,narratology,http://dbpedia.org/resource/Narratology
Contemporary Critical Theory,genealogy,http://dbpedia.org/resource/Genealogy
Contemporary Critical Theory,deconstruction,http://dbpedia.org/resource/Deconstruction
Contemporary Critical Theory,psychoanalytic theory,http://dbpedia.org/resource/Psychoanalysis
Contemporary Critical Theory,performativity,http://dbpedia.org/resource/Performativity
Contemporary Critical Theory,Nietzsche,http://dbpedia.org/resource/Friedrich_Nietzsche
Contemporary Critical Theory,Saussure,http://dbpedia.org/resource/Ferdinand_de_Saussure
Contemporary Critical Theory,Foucault,http://dbpedia.org/resource/Michel_Foucault
Contemporary Critical Theory,Derrida,http://dbpedia.org/resource/Jacques_Derrida
Contemporary Critical Theory,Austin,"http://dbpedia.org/resource/Austin,_Texas"
Contemporary Critical Theory,Sedgwick,http://dbpedia.org/resource/Adam_Sedgwick
Contemporary Irish Literature,Irish,http://dbpedia.org/resource/Irish_language
Contemporary Irish Literature,Brian Friel,http://dbpedia.org/resource/Brian_Friel
Contemporary Irish Literature,Seamus Heaney,http://dbpedia.org/resource/Seamus_Heaney
Contemporary Irish Literature,Eavan Boland,http://dbpedia.org/resource/Eavan_Boland
Contemporary Irish Literature,Dermot Bolger,http://dbpedia.org/resource/Dermot_Bolger
Contemporary Irish Literature,Patrick,http://dbpedia.org/resource/Saint_Patrick
Contemporary Irish Literature,John McGahern,http://dbpedia.org/resource/John_McGahern
Contemporary Writing by Women,fiction,http://dbpedia.org/resource/Fiction
Contemporary Writing by Women,postmodernism,http://dbpedia.org/resource/Postmodernism
Contemporary Writing by Women,collaborative writing,http://dbpedia.org/resource/Collaborative_fiction
Contemporary Writing by Women,Munro,http://dbpedia.org/resource/Munro
Contemporary Writing by Women,Scott,http://dbpedia.org/resource/Walter_Scott
Creative Non-Fiction Writing,Creative Non-Fiction,http://dbpedia.org/resource/Creative_nonfiction
Drama,ancient Greek,http://dbpedia.org/resource/Theatre_of_ancient_Greece
Drama,Aeschylus,http://dbpedia.org/resource/Aeschylus
Drama,Sophocles,http://dbpedia.org/resource/Sophocles
Drama,Aristophanes,http://dbpedia.org/resource/Aristophanes
Drama,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
Drama,Webster,http://dbpedia.org/resource/Martell_Webster
Drama,Racine,http://dbpedia.org/resource/Jean_Racine
Drama,Molière,http://dbpedia.org/resource/Molière
Drama,Beckett,http://dbpedia.org/resource/Samuel_Beckett
English Composition  Stage II,English,http://dbpedia.org/resource/English_language
English Composition  Stage II,library,http://dbpedia.org/resource/Library
English Renaissance Drama,English Renaissance Drama,http://dbpedia.org/resource/English_Renaissance_theatre
English Renaissance Drama,English,http://dbpedia.org/resource/English_literature
English Renaissance Drama,social history,http://dbpedia.org/resource/Social_history
English Renaissance Drama,Middleton,http://dbpedia.org/resource/Khris_Middleton
English Renaissance Drama,Webster,http://dbpedia.org/resource/Martell_Webster
English Renaissance Drama,Ford,http://dbpedia.org/resource/Ford_Motor_Company
First Nations/North American Native Literature,First Nations,http://dbpedia.org/resource/Native_Americans_in_the_United_States
First Nations/North American Native Literature,American,http://dbpedia.org/resource/United_States
First Nations/North American Native Literature,Canada,http://dbpedia.org/resource/Canada
First Nations/North American Native Literature,United States,http://dbpedia.org/resource/United_States
First Nations/North American Native Literature,English,http://dbpedia.org/resource/English_language
Forms of 18th- and 19th-Century Fiction,fiction,http://dbpedia.org/resource/Fiction
Forms of 18th- and 19th-Century Fiction,gothic,http://dbpedia.org/resource/Gothic_fiction
Forms of 18th- and 19th-Century Fiction,epistolary,http://dbpedia.org/resource/Epistolary_novel
Forms of 18th- and 19th-Century Fiction,realism,http://dbpedia.org/resource/Literary_realism
Forms of Popular Writing,spy,http://dbpedia.org/resource/Spy_fiction
Forms of Popular Writing,detective fiction,http://dbpedia.org/resource/Detective_fiction
Forms of Popular Writing,mystery,http://dbpedia.org/resource/Mystery_fiction
Forms of Popular Writing,romance,http://dbpedia.org/resource/Romance_novel
Forms of Popular Writing,travel writing,http://dbpedia.org/resource/Travel_literature
Forms of Popular Writing,horror,http://dbpedia.org/resource/Horror_fiction
Forms of Popular Writing,erotica,http://dbpedia.org/resource/Erotica
Fundamentals of Written English  Stage I,English,http://dbpedia.org/resource/English_language
Fundamentals of Written English  Stage I,ESL,http://dbpedia.org/resource/English_language
Fundamentals of Written English  Stage I,grammar,http://dbpedia.org/resource/Grammar
Fundamentals of Written English  Stage I,verb,http://dbpedia.org/resource/Verb
Fundamentals of Written English  Stage I,reading comprehension,http://dbpedia.org/resource/Reading_comprehension
Fundamentals of Written English  Stage II,English,http://dbpedia.org/resource/English_language
Fundamentals of Written English  Stage II,grammar,http://dbpedia.org/resource/Grammar
Fundamentals of Written English  Stage II,reading comprehension,http://dbpedia.org/resource/Reading_comprehension
Gender and Sexuality in Literary Studies,feminist,http://dbpedia.org/resource/Feminist_theory
Gender and Sexuality in Literary Studies,queer,http://dbpedia.org/resource/Queer_theory
Gender and Sexuality in Literary Studies,Sedgwick,http://dbpedia.org/resource/Adam_Sedgwick
Gender and Sexuality in Literary Studies,Foucault,http://dbpedia.org/resource/Michel_Foucault
Gender and Sexuality in the Middle Ages,Middle Ages,http://dbpedia.org/resource/Middle_Ages
Gender and Sexuality in the Middle Ages,natural philosophy,http://dbpedia.org/resource/Natural_philosophy
Gender and Sexuality in the Middle Ages,misogyny,http://dbpedia.org/resource/Misogyny
Gender and Sexuality in the Middle Ages,courtly love,http://dbpedia.org/resource/Courtly_love
Gender and Sexuality in the Middle Ages,virginity,http://dbpedia.org/resource/Virginity
Gender and Sexuality in the Middle Ages,chastity,http://dbpedia.org/resource/Chastity
Gender and Sexuality in the Middle Ages,Chretien de Troyes,http://dbpedia.org/resource/Chrétien_de_Troyes
Gender and Sexuality in the Middle Ages,Heloise,http://dbpedia.org/resource/Héloïse_(abbess)
Gender and Sexuality in the Middle Ages,Argenteuil,http://dbpedia.org/resource/Argenteuil
Gender and Sexuality in the Middle Ages,Christine de Pizan,http://dbpedia.org/resource/Christine_de_Pizan
Gender and Sexuality in the Middle Ages,Margery Kempe,http://dbpedia.org/resource/Margery_Kempe
Gender and Sexuality in the Middle Ages,Norwich,http://dbpedia.org/resource/Norwich
Grammar Usage and Style,English grammar,http://dbpedia.org/resource/Grammar
Grammar Usage and Style,syntax,http://dbpedia.org/resource/Syntax
History and Ideology in Canadian Literature,Canadian Literature,http://dbpedia.org/resource/Canadian_literature
History and Ideology in Canadian Literature,American,http://dbpedia.org/resource/United_States
History and Ideology in Canadian Literature,Canadian,http://dbpedia.org/resource/Canadians
History of Criticism and Literary Theory,Literary Theory,http://dbpedia.org/resource/Literary_theory
History of Criticism and Literary Theory,Plato,http://dbpedia.org/resource/Plato
History of Criticism and Literary Theory,Aristotle,http://dbpedia.org/resource/Aristotle
History of Criticism and Literary Theory,Augustine,http://dbpedia.org/resource/Augustine_of_Hippo
History of Criticism and Literary Theory,Bakhtin,http://dbpedia.org/resource/Mikhail_Bakhtin
History of Criticism and Literary Theory,Dryden,http://dbpedia.org/resource/John_Dryden
History of Criticism and Literary Theory,Coleridge,http://dbpedia.org/resource/Samuel_Taylor_Coleridge
History of Criticism and Literary Theory,Woolf,http://dbpedia.org/resource/Virginia_Woolf
History of Criticism and Literary Theory,Burke,http://dbpedia.org/resource/Edmund_Burke
History of the English Language,English,http://dbpedia.org/resource/English_language
History of the English Language,English language,http://dbpedia.org/resource/English_language
History of the English Language,Anglo-Saxon,http://dbpedia.org/resource/Old_English
History of the English Language,syntax,http://dbpedia.org/resource/Syntax
History Politics and Literature in the 18th Century,neoclassical,http://dbpedia.org/resource/Neoclassical_architecture
Honours Essay,English,http://dbpedia.org/resource/English_language
Honours Seminar,English,http://dbpedia.org/resource/English_language
Honours Seminar,literary theory,http://dbpedia.org/resource/Literary_theory
Honours Seminar,advanced level,http://dbpedia.org/resource/GCE_Advanced_Level
Independent Studies,English,http://dbpedia.org/resource/English_language
Introduction to English Composition and Literary Analysis,English,http://dbpedia.org/resource/English_language
Introduction to English Composition and Literary Analysis,fiction,http://dbpedia.org/resource/Fiction
Introduction to Essay Writing,English,http://dbpedia.org/resource/English_language
Introduction to Literary Study,figurative language,http://dbpedia.org/resource/Literal_and_figurative_language
Introductory Creative Writing: Poetry,Poetry,http://dbpedia.org/resource/Poetry
Introductory Creative Writing: Poetry,fiction,http://dbpedia.org/resource/Fiction
Joint Tutorial in History and English,English,http://dbpedia.org/resource/English_language
Joyce,Joyce,http://dbpedia.org/resource/James_Joyce
Joyce,Ulysses,http://dbpedia.org/resource/Odysseus
Late Victorian and Edwardian Writing,Late Victorian,http://dbpedia.org/resource/Victorian_era
Late Victorian and Edwardian Writing,Edwardian,http://dbpedia.org/resource/Edwardian_era
Late Victorian and Edwardian Writing,Victorian art,http://dbpedia.org/resource/Victorian_era
Late Victorian and Edwardian Writing,modernism,http://dbpedia.org/resource/Modernism
Late Victorian and Edwardian Writing,Butler,http://dbpedia.org/resource/Butler
Late Victorian and Edwardian Writing,James,http://dbpedia.org/resource/Epistle_of_James
Late Victorian and Edwardian Writing,Morris,http://dbpedia.org/resource/Morris_Motors
Late Victorian and Edwardian Writing,Conrad,http://dbpedia.org/resource/Joseph_Conrad
Late Victorian and Edwardian Writing,Forster,http://dbpedia.org/resource/E._M._Forster
Literary Production: Curating and Archiving the Literary Event,blog,http://dbpedia.org/resource/Blog
Literary Production: Curating and Archiving the Literary Event,archive,http://dbpedia.org/resource/Internet_Archive
Literary Publishing and Editing,manuscript,http://dbpedia.org/resource/Manuscript
Literary Publishing and Editing,digital,http://dbpedia.org/resource/Digital_data
Literature from Australia and New Zealand,Australia,http://dbpedia.org/resource/Australia
Literature from Australia and New Zealand,New Zealand,http://dbpedia.org/resource/New_Zealand
Literature from Australia and New Zealand,English,http://dbpedia.org/resource/English_language
Literature from Australia and New Zealand,White,http://dbpedia.org/resource/Race_and_ethnicity_in_the_United_States_Census
Literature from Australia and New Zealand,Mudrooroo,http://dbpedia.org/resource/Mudrooroo
Literature from Australia and New Zealand,Central,http://dbpedia.org/resource/Central_America
Literature from Australia and New Zealand,colonialism,http://dbpedia.org/resource/Colonialism
Literature from Australia and New Zealand,Pacific,http://dbpedia.org/resource/Pacific_Ocean
Literature of Ethnic America,American literature,http://dbpedia.org/resource/American_literature
Literature of Ethnic America,melting pot,http://dbpedia.org/resource/Melting_pot
Literature of Ethnic America,Baldwin,http://dbpedia.org/resource/Baldwin_Locomotive_Works
Literature of Ethnic America,Kingston,http://dbpedia.org/resource/Kingston_upon_Thames
Literature of Ethnic America,Hosseini,http://dbpedia.org/resource/Jalal_Hosseini
Literature of the Civil War and Commonwealth Period,Civil War,http://dbpedia.org/resource/English_Civil_War
Literature of the Civil War and Commonwealth Period,Commonwealth,http://dbpedia.org/resource/Commonwealth_of_England
Literature of the Civil War and Commonwealth Period,Cowley,http://dbpedia.org/resource/Cowley_railway_station
Literature of the Civil War and Commonwealth Period,Bradstreet,http://dbpedia.org/resource/Simon_Bradstreet
Literature of the Civil War and Commonwealth Period,Milton,http://dbpedia.org/resource/John_Milton
Literature of the Civil War and Commonwealth Period,Marvell,http://dbpedia.org/resource/Andrew_Marvell
Literature of the Romantic Period,Romantic,http://dbpedia.org/resource/Romantic_poetry
Literature of the Romantic Period,Romantic period,http://dbpedia.org/resource/Romanticism
Literature of the Romantic Period,French Revolution,http://dbpedia.org/resource/French_Revolution
Literature of the Romantic Period,Napoleonic wars,http://dbpedia.org/resource/Napoleonic_Wars
Literature of the Romantic Period,poet,http://dbpedia.org/resource/Poet
Literature of the Romantic Period,Blake,http://dbpedia.org/resource/William_Blake
Literature of the Romantic Period,Wordsworth,http://dbpedia.org/resource/William_Wordsworth
Literature of the Romantic Period,Coleridge,http://dbpedia.org/resource/Samuel_Taylor_Coleridge
Literature of the Romantic Period,Byron,http://dbpedia.org/resource/Lord_Byron
Literature of the Romantic Period,Dorothy Wordsworth,http://dbpedia.org/resource/Dorothy_Wordsworth
Literature of the Romantic Period,Scott,http://dbpedia.org/resource/Walter_Scott
Literature of the Romantic Period,Mary Shelley,http://dbpedia.org/resource/Mary_Shelley
Literature of the Victorian Period,Victorian,http://dbpedia.org/resource/Victorian_literature
Literature of the Victorian Period,fiction,http://dbpedia.org/resource/Fiction
Literature of the Victorian Period,Carlyle,http://dbpedia.org/resource/Thomas_Carlyle
Literature of the Victorian Period,Tennyson,"http://dbpedia.org/resource/Alfred,_Lord_Tennyson"
Literature of the Victorian Period,Dickens,http://dbpedia.org/resource/Charles_Dickens
Literature of the Victorian Period,George Eliot,http://dbpedia.org/resource/George_Eliot
Literature of the Victorian Period,Newman,http://dbpedia.org/resource/John_Henry_Newman
Literature of the Victorian Period,Ruskin,http://dbpedia.org/resource/John_Ruskin
Literature of the Victorian Period,erosion,http://dbpedia.org/resource/Erosion
Literature of the Victorian Period,institutional religion,http://dbpedia.org/resource/Organized_religion
Literature of the Victorian Period,British imperial power,http://dbpedia.org/resource/British_Empire
Medieval Literature in Translation,epic,http://dbpedia.org/resource/Epic_poetry
Medieval Literature in Translation,romance,http://dbpedia.org/resource/Chivalric_romance
Medieval Literature in Translation,Marie de France,http://dbpedia.org/resource/Marie_de_France
Medieval Literature in Translation,Chrétien de Troyes,http://dbpedia.org/resource/Chrétien_de_Troyes
Medieval Literature in Translation,Dante,http://dbpedia.org/resource/Dante_Alighieri
Medieval Literature in Translation,Petrarch,http://dbpedia.org/resource/Petrarch
Medieval Literature in Translation,Icelandic sagas,http://dbpedia.org/resource/Sagas_of_Icelanders
Medieval Literature in Translation,Roland,http://dbpedia.org/resource/Roland
Middle English,Middle English,http://dbpedia.org/resource/Middle_English
Middle English,English dialects,http://dbpedia.org/resource/List_of_dialects_of_the_English_language
Middle English,Gawain,http://dbpedia.org/resource/Sir_Gawain_and_the_Green_Knight
Middle English,Green Knight,http://dbpedia.org/resource/Sir_Gawain_and_the_Green_Knight
Middle English,Piers Plowman,http://dbpedia.org/resource/Piers_Plowman
Middle English,Julian,http://dbpedia.org/resource/Julian_calendar
Middle English,Norwich,http://dbpedia.org/resource/Norwich
Milton,Milton,http://dbpedia.org/resource/John_Milton
Milton,Paradise Lost,http://dbpedia.org/resource/Paradise_Lost
Milton,Lycidas,http://dbpedia.org/resource/Lycidas
Modern British Literature,British literature,http://dbpedia.org/resource/British_literature
Modern British Literature,Victoria,http://dbpedia.org/resource/Queen_Victoria
Modern British Literature,World War II,http://dbpedia.org/resource/World_War_II
Modern British Literature,modernist,http://dbpedia.org/resource/Modernism
Modern British Literature,Imagism,http://dbpedia.org/resource/Imagism
Modern British Literature,Vorticism,http://dbpedia.org/resource/Vorticism
Modern British Literature,Bloomsbury,http://dbpedia.org/resource/Bloomsbury_Group
Modern British Literature,suffrage,http://dbpedia.org/resource/Women's_suffrage
Modern British Literature,nationalist,http://dbpedia.org/resource/Nationalism
Modern British Literature,revivalism,http://dbpedia.org/resource/Christian_revival
Modern British Literature,Ireland,http://dbpedia.org/resource/Republic_of_Ireland
Modern British Literature,Scotland,http://dbpedia.org/resource/Scotland
Modern British Literature,Wales,http://dbpedia.org/resource/Wales
Modern Canadian Poetry,Canadian,http://dbpedia.org/resource/Canadian_poetry
Modern Canadian Poetry,Poetry,http://dbpedia.org/resource/Poetry
Modern Canadian Poetry,Canadian poetry,http://dbpedia.org/resource/Canadian_poetry
Modern Canadian Poetry,Scott,http://dbpedia.org/resource/Walter_Scott
Modern Canadian Poetry,Birney,http://dbpedia.org/resource/Birney
Modern Canadian Poetry,Layton,http://dbpedia.org/resource/Professor_Hershel_Layton
Modern Canadian Poetry,Purdy,http://dbpedia.org/resource/List_of_Warriors_characters
Modern Canadian Poetry,Avison,http://dbpedia.org/resource/Charles_Avison
Modern Drama,Lady Gregory,"http://dbpedia.org/resource/Augusta,_Lady_Gregory"
Modern Drama,Beckett,http://dbpedia.org/resource/Samuel_Beckett
Modern European Literature,Dostoevsky,http://dbpedia.org/resource/Fyodor_Dostoyevsky
Modern European Literature,Tolstoy,http://dbpedia.org/resource/Leo_Tolstoy
Modern European Literature,Sartre,http://dbpedia.org/resource/Jean-Paul_Sartre
Modern European Literature,Colette,http://dbpedia.org/resource/Colette
Modern European Literature,Mann,http://dbpedia.org/resource/Thomas_Mann
Modern Fiction,international,http://dbpedia.org/resource/International
Modern Fiction,Mann,http://dbpedia.org/resource/Thomas_Mann
Modern Fiction,Kafka,http://dbpedia.org/resource/Franz_Kafka
Modern Fiction,Stein,http://dbpedia.org/resource/Aurel_Stein
Modern Fiction,Camus,http://dbpedia.org/resource/Albert_Camus
Modern Poetry in English,Poetry,http://dbpedia.org/resource/Poetry
Modern Poetry in English,international,http://dbpedia.org/resource/International
Modern Poetry in English,Mann,http://dbpedia.org/resource/Thomas_Mann
Modern Poetry in English,Kafka,http://dbpedia.org/resource/Franz_Kafka
Modern Poetry in English,Stein,http://dbpedia.org/resource/Aurel_Stein
Modern Poetry in English,Camus,http://dbpedia.org/resource/Albert_Camus
Modernism,Modernism,http://dbpedia.org/resource/Modernism
Modernism,World War I,http://dbpedia.org/resource/World_War_I
Modernism,World War II,http://dbpedia.org/resource/World_War_II
Modernism,atonality,http://dbpedia.org/resource/Atonality
Modernism,non-mimetic,http://dbpedia.org/resource/Mimicry
Modernism,elliptical,http://dbpedia.org/resource/Ellipse
Modernism,Avant-garde,http://dbpedia.org/resource/Avant-garde
Modernism,Imagists,http://dbpedia.org/resource/Imagism
Modernism,Surrealists,http://dbpedia.org/resource/Surrealism
Modernism,Futurists,http://dbpedia.org/resource/Futurism
Modernism,Vorticists,http://dbpedia.org/resource/Vorticism
Modernism,Jazz Age,http://dbpedia.org/resource/Jazz_Age
Modernism,Harlem Renaissance,http://dbpedia.org/resource/Harlem_Renaissance
Modernism,American,http://dbpedia.org/resource/American_poetry
Modernism,international,http://dbpedia.org/resource/International
Modernism,cinema,http://dbpedia.org/resource/Cinema_of_Japan
Mysteries Miracles and Medieval Drama,Western Roman Empire,http://dbpedia.org/resource/Western_Roman_Empire
Mysteries Miracles and Medieval Drama,Empire,http://dbpedia.org/resource/Roman_Empire
Mysteries Miracles and Medieval Drama,England,http://dbpedia.org/resource/England
Mysteries Miracles and Medieval Drama,Wakefield,http://dbpedia.org/resource/Wakefield
Mysteries Miracles and Medieval Drama,Towneley,http://dbpedia.org/resource/Towneley_family
Mysteries Miracles and Medieval Drama,mystery,http://dbpedia.org/resource/Mystery_play
Mysteries Miracles and Medieval Drama,N-town plays,http://dbpedia.org/resource/N-Town_Plays
Mysteries Miracles and Medieval Drama,Chester,http://dbpedia.org/resource/Chester
Mysteries Miracles and Medieval Drama,Coventry,http://dbpedia.org/resource/Coventry
Mysteries Miracles and Medieval Drama,Everyman,http://dbpedia.org/resource/Everyman
Old English,Old English,http://dbpedia.org/resource/Old_English
Old English,Anglo-Saxon,http://dbpedia.org/resource/Old_English
Old English,Beowulf,http://dbpedia.org/resource/Beowulf
Poetry,Poetry,http://dbpedia.org/resource/Poetry
Postcolonial Literature,Postcolonial Literature,http://dbpedia.org/resource/Postcolonial_literature
Postwar Canadian Fiction,Canadian,http://dbpedia.org/resource/Canadians
Postwar Canadian Fiction,fiction,http://dbpedia.org/resource/Fiction
Quebec/Montreal Writing in English,Quebec,http://dbpedia.org/resource/Quebec
Quebec/Montreal Writing in English,Montreal,http://dbpedia.org/resource/Montreal
Quebec/Montreal Writing in English,English,http://dbpedia.org/resource/English_language
Reading Women Writing,Reading Women,http://dbpedia.org/resource/Reading_F.C._Women
Recent Experiments in Canadian Writing,Canadian,http://dbpedia.org/resource/Canadians
Recent Experiments in Canadian Writing,Dewdney,http://dbpedia.org/resource/Edgar_Dewdney
Restoration and 18th-Century Drama,Restoration,http://dbpedia.org/resource/Bourbon_Restoration
Restoration and 18th-Century Drama,English,http://dbpedia.org/resource/English_poetry
Science Fiction,science fiction,http://dbpedia.org/resource/Bengali_science_fiction
Science Fiction,Mary Shelley,http://dbpedia.org/resource/Mary_Shelley
Science Fiction,Atwood,http://dbpedia.org/resource/Margaret_Atwood
Science Fiction,Gibson,http://dbpedia.org/resource/Gibson_Guitar_Corporation
Studies in Rhetoric,Rhetoric,http://dbpedia.org/resource/Rhetoric
Studies in Rhetoric,classical,http://dbpedia.org/resource/Classical_antiquity
Studies in Rhetoric,Aristotle,http://dbpedia.org/resource/Aristotle
Studies in Rhetoric,Cicero,http://dbpedia.org/resource/Cicero
Studies in Rhetoric,Quintilian,http://dbpedia.org/resource/Quintilian
Restoration and Early 18th-Century Literature,Restoration,http://dbpedia.org/resource/Bourbon_Restoration
Restoration and Early 18th-Century Literature,British literature,http://dbpedia.org/resource/British_literature
Restoration and Early 18th-Century Literature,monarchy,http://dbpedia.org/resource/Monarchy
Restoration and Early 18th-Century Literature,wide range,http://dbpedia.org/resource/Fender_Wide_Range
Restoration and Early 18th-Century Literature,satire,http://dbpedia.org/resource/Satire
Restoration and Early 18th-Century Literature,economics,http://dbpedia.org/resource/Economics
Satire,satire,http://dbpedia.org/resource/Satire
Satire,antiquity,http://dbpedia.org/resource/Classical_antiquity
Satire,Juvenal,http://dbpedia.org/resource/Juvenal
Satire,Horace,http://dbpedia.org/resource/Horace
Satire,Erasmus,http://dbpedia.org/resource/Erasmus
Satire,Voltaire,http://dbpedia.org/resource/Voltaire
Satire,Byron,http://dbpedia.org/resource/Lord_Byron
Satire,Butler,http://dbpedia.org/resource/Butler
Satire,Atwood,http://dbpedia.org/resource/Margaret_Atwood
Selected Topics in English,English,http://dbpedia.org/resource/English_language
Selected Topics in English,English,http://dbpedia.org/resource/English_language
Selected Topics in English,English,http://dbpedia.org/resource/English_language
Selected Topics in English,English,http://dbpedia.org/resource/English_language
Shakespeare,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
Shakespeare,social history,http://dbpedia.org/resource/Social_history
Short Fiction,fiction,http://dbpedia.org/resource/Fiction
Short Fiction,novella,http://dbpedia.org/resource/Novella
SLS-International Literary Seminars,fiction,http://dbpedia.org/resource/Fiction
South Asian Literature,Asian,http://dbpedia.org/resource/Asia
South Asian Literature,South Asia,http://dbpedia.org/resource/South_Asia
South Asian Literature,English,http://dbpedia.org/resource/English_language
South Asian Literature,India,http://dbpedia.org/resource/India
South Asian Literature,Pakistan,http://dbpedia.org/resource/Pakistan
South Asian Literature,Bangladesh,http://dbpedia.org/resource/Bangladesh
South Asian Literature,Sri Lanka,http://dbpedia.org/resource/Sri_Lanka
South Asian Literature,Anand,http://dbpedia.org/resource/Viswanathan_Anand
South Asian Literature,postcolonial,http://dbpedia.org/resource/Postcolonialism
South Asian Literature,cultural hegemony,http://dbpedia.org/resource/Cultural_hegemony
Spenser,Spenser,http://dbpedia.org/resource/Edmund_Spenser
Spenser,The Faerie Queene,http://dbpedia.org/resource/The_Faerie_Queene
Studies in 19th-Century British Prose,fiction,http://dbpedia.org/resource/Fiction
Studies in English Renaissance Literature,English Renaissance,http://dbpedia.org/resource/English_Renaissance
Studies in Irish Literature,Irish literature,http://dbpedia.org/resource/Irish_literature
Studies in Literature and Science,critical thinking,http://dbpedia.org/resource/Critical_thinking
Studies in Literature and Science,microscope,http://dbpedia.org/resource/Microscope
Studies in Literature and Science,telescope,http://dbpedia.org/resource/Telescope
Studies in Literature and Science,evolutionary theory,http://dbpedia.org/resource/Evolution
Studies in Literature and Science,neuroscience,http://dbpedia.org/resource/Neuroscience
Studies in Medieval English Literature,English,http://dbpedia.org/resource/English_language
Studies in Medieval English Literature,Old English,http://dbpedia.org/resource/Old_English
Studies in Medieval English Literature,Middle English literature,http://dbpedia.org/resource/Middle_English_literature
Studies in Postcolonial Literature,Postcolonial Literature,http://dbpedia.org/resource/Postcolonial_literature
The 18th- and 19th-Century Novel,realism,http://dbpedia.org/resource/Literary_realism
The 18th- and 19th-Century Novel,satire,http://dbpedia.org/resource/Satire
The 18th- and 19th-Century Novel,romance,http://dbpedia.org/resource/Romance_novel
The 18th- and 19th-Century Novel,gothic,http://dbpedia.org/resource/Gothic_fiction
The 18th- and 19th-Century Novel,literary genre,http://dbpedia.org/resource/Literary_genre
The 18th- and 19th-Century Novel,Radcliffe,http://dbpedia.org/resource/Ann_Radcliffe
The 18th- and 19th-Century Novel,Burney,http://dbpedia.org/resource/Charles_Burney
The 18th- and 19th-Century Novel,Edgeworth,http://dbpedia.org/resource/Maria_Edgeworth
The 18th- and 19th-Century Novel,Dickens,http://dbpedia.org/resource/Charles_Dickens
The American Nation,American,http://dbpedia.org/resource/United_States
The American Nation,English literature,http://dbpedia.org/resource/English_literature
The American Nation,American literature,http://dbpedia.org/resource/American_literature
The American Postmodern,American,http://dbpedia.org/resource/American_poetry
The American Postmodern,Postmodern,http://dbpedia.org/resource/Postmodern_literature
The American Postmodern,Ford,http://dbpedia.org/resource/Ford_Motor_Company
The Creative Process,fiction,http://dbpedia.org/resource/Fiction
The Graphic Novel,The Graphic,http://dbpedia.org/resource/The_Graphic
The Literature of Sensibility,British literature,http://dbpedia.org/resource/British_literature
The Literature of Sensibility,philosophy,http://dbpedia.org/resource/Philosophy
The Literature of Sensibility,realism,http://dbpedia.org/resource/Literary_realism
The Literature of Sensibility,pornography,http://dbpedia.org/resource/Pornography
The Literature of Sensibility,gothic,http://dbpedia.org/resource/Gothic_fiction
The Literature of Sensibility,feminism,http://dbpedia.org/resource/Feminism
The Literature of Sensibility,abolitionism,http://dbpedia.org/resource/Abolitionism
The Literature of Sensibility,human rights,http://dbpedia.org/resource/Human_rights
The Rise of Criticism and Literary History,literary criticism,http://dbpedia.org/resource/Literary_criticism
The Rise of Criticism and Literary History,Dryden,http://dbpedia.org/resource/John_Dryden
The Rise of Criticism and Literary History,Addison,http://dbpedia.org/resource/Joseph_Addison
The Rise of Criticism and Literary History,Shaftesbury,http://dbpedia.org/resource/Shaftesbury
The Rise of Criticism and Literary History,Hume,http://dbpedia.org/resource/David_Hume
The Irish Short Story Tradition,Irish Short Story,http://dbpedia.org/resource/Irish_short_story
The Irish Short Story Tradition,Gaelic,http://dbpedia.org/resource/Irish_language
The Irish Short Story Tradition,James Joyce,http://dbpedia.org/resource/James_Joyce
The Irish Short Story Tradition,Connor,http://dbpedia.org/resource/Roman_Catholic_Diocese_of_Down_and_Connor
The Irish Short Story Tradition,Elizabeth Bowen,http://dbpedia.org/resource/Elizabeth_Bowen
The Irish Short Story Tradition,Sean,http://dbpedia.org/resource/Sean_Connery
